species
"Abditibacterium utsteinense"
"Sphingomonas paeninsulae"
"Sphingomonas palmae"
"Sphingomonas palustris"
"Sphingomonas panacis"
"Sphingomonas panaciterrae"
"Sphingomonas panni"
"Sphingomonas parapaucimobilis"
"Sphingomonas parva"
"Sphingomonas paucimobilis"
"Sphingomonas phyllosphaerae"
"Sphingomonas piscinae"
"Sphingomonas pituitosa"
"Sphingomonas polyaromaticivorans"
"Sphingomonas prati"
"Sphingomonas profundi"
"Sphingomonas pruni"
"Sphingomonas pseudosanguinis"
"Sphingomonas rhizophila"
"Sphingomonas rosea"
"Sphingomonas roseiflava"
"Sphingomonas rubra"
"Sphingomonas sanguinis"
"Sphingomonas sanxanigenens"
"Sphingomonas sediminicola"
"Sphingomonas silvisoli"
"Sphingomonas soli"
"Sphingomonas sp."
"Sphingomonas spermidinifaciens"
"Sphingomonas suaedae"
"Sphingomonas swuensis"
"Sphingomonas tabacisoli"
"Sphingomonas trueperi"
"Sphingomonas turrisvirgatae"
"Sphingomonas xinjiangensis"
"Sphingomonas yabuuchiae"
"Sphingomonas yantingensis"
"Sphingomonas yunnanensis"
"Sphingomonas zeae"
"Sphingomonas zeicaulis"
"Sphingopyxis alaskensis"
"Sphingopyxis bauzanensis"
"Sphingopyxis chilensis"
"Sphingopyxis flava"
"Sphingopyxis fribergensis"
"Sphingopyxis ginsengisoli"
"Sphingopyxis granuli"
"Sphingopyxis indica"
"Sphingopyxis italica"
"Sphingopyxis lindanitolerans"
"Sphingopyxis macrogoltabida"
"Sphingopyxis nepalensis"
"Sphingopyxis panaciterrae"
"Sphingopyxis panaciterrulae"
"Sphingopyxis soli"
"Sphingopyxis solisilvae"
"Sphingopyxis sp."
"Sphingopyxis taejonensis"
"Sphingopyxis terrae"
"Sphingopyxis ummariensis"
"Sphingopyxis witflariensis"
"Sphingorhabdus arenilitoris"
"Sphingorhabdus buctiana"
"Sphingorhabdus contaminans"
"Sphingorhabdus lutea"
"Sphingorhabdus planktonica"
"Sphingorhabdus pulchriflava"
"Sphingorhabdus rigui"
"Sphingorhabdus sp."
"Sphingorhabdus wooponensis"
"Sphingosinicella ginsenosidimutans"
"Sphingosinicella humi"
"Sphingosinicella microcystinivorans"
"Sphingosinicella soli"
"Sphingosinicella xenopeptidilytica"
"Sphingosinithalassobacter portus"
"Spinactinospora alkalitolerans"
"Spiribacter curvatus"
"Spiribacter roseus"
"Spiribacter sp."
"Spiribacter vilamensis"
"Spirilliplanes yamanashiensis"
"Spirillospora albida"
"Spirillospora sp."
"Spirillospora tritici"
"Spirillum winogradskyi"
"Spirochaeta africana"
"Spirochaeta asiatica"
"Spirochaeta aurantia"
"Spirochaeta cellobiosiphila"
"Spirochaeta dissipatitropha"
"Spirochaeta halophila"
"Spirochaeta isovalerica"
"Spirochaeta lutea"
"Spirochaeta psychrophila"
"Spirochaeta sp."
"Spirochaeta thermophila"
"Spiroplasma alleghenense"
"Spiroplasma cantharicola"
"Spiroplasma chinense"
"Spiroplasma chrysopicola"
"Spiroplasma citri"
"Spiroplasma clarkii"
"Spiroplasma corruscae"
"Spiroplasma culicicola"
"Spiroplasma diabroticae"
"Spiroplasma diminutum"
"Spiroplasma eriocheiris"
"Spiroplasma floricola"
"Spiroplasma gladiatoris"
"Spiroplasma helicoides"
"Spiroplasma insolitum"
"Spiroplasma kunkelii"
"Spiroplasma leucomae"
"Spiroplasma lineolae"
"Spiroplasma litorale"
"Spiroplasma melliferum"
"Spiroplasma mirum"
"Spiroplasma monobiae"
"Spiroplasma montanense"
"Spiroplasma penaei"
"Spiroplasma phoeniceum"
"Spiroplasma platyhelix"
"Spiroplasma syrphidicola"
"Spiroplasma tabanidicola"
"Spiroplasma taiwanense"
"Spiroplasma turonicum"
"Spiroplasma velocicrescens"
"Spirosoma aerophilum"
"Spirosoma agri"
"Spirosoma arcticum"
"Spirosoma areae"
"Spirosoma aureum"
"Spirosoma carri"
"Spirosoma daeguense"
"Spirosoma endbachense"
"Spirosoma endophyticum"
"Spirosoma flavum"
"Spirosoma flavus"
"Spirosoma fluminis"
"Spirosoma fluviale"
"Spirosoma gilvum"
"Spirosoma harenae"
"Spirosoma horti"
"Spirosoma humi"
"Spirosoma jeollabukense"
"Spirosoma knui"
"Spirosoma koreense"
"Spirosoma lacussanchae"
"Spirosoma linguale"
"Spirosoma litoris"
"Spirosoma lituiforme"
"Spirosoma luteolum"
"Spirosoma luteum"
"Spirosoma metallilatum"
"Spirosoma migulaei"
"Spirosoma montaniterrae"
"Spirosoma oryzae"
"Spirosoma panaciterrae"
"Spirosoma pollinicola"
"Spirosoma pomorum"
"Spirosoma pulveris"
"Spirosoma radiotolerans"
"Spirosoma rigui"
"Spirosoma soli"
"Spirosoma sp."
"Spirosoma spitsbergense"
"Spirosoma swuense"
"Spirosoma terrae"
"Spirulina sp."
"Spirulina subsalsa"
"Spongiactinospora rosea"
"Spongiibacter marinus"
"Spongiibacter sp."
"Spongiibacter taiwanensis"
"Spongiibacter tropicus"
"Spongiispira norvegica"
"Spongitalea numazuensis"
"Sporacetigenium mesophilum"
"Sporanaerobacter acetigenes"
"Sporichthya brevicatena"
"Sporichthya polymorpha"
"Sporichthya sp."
"Sporobacter termitidis"
"Sporobacterium olearium"
"Sporocytophaga myxococcoides"
"Sporohalobacter lortetii"
"Sporohalobacter salinus"
"Sporolactobacillus inulinus"
"Sporolactobacillus kofuensis"
"Sporolactobacillus laevolacticus"
"Sporolactobacillus nakayamae"
"Sporolactobacillus nakayamae subsp. nakayamae"
"Sporolactobacillus nakayamae subsp. racemicus"
"Sporolactobacillus pectinivorans"
"Sporolactobacillus putidus"
"Sporolactobacillus shoreae"
"Sporolactobacillus shoreicorticis"
"Sporolactobacillus sp."
"Sporolactobacillus spathodeae"
"Sporolactobacillus terrae"
"Sporolactobacillus vineae"
"Sporolituus thermophilus"
"Sporomusa acidovorans"
"Sporomusa aerivorans"
"Sporomusa intestinalis"
"Sporomusa malonica"
"Sporomusa ovata"
"Sporomusa paucivorans"
"Sporomusa rhizae"
"Sporomusa silvacetica"
"Sporomusa sp."
"Sporomusa sphaeroides"
"Sporomusa termitida"
"Sporosalibacterium faouarense"
"Sporosalibacterium tautonense"
"Sporosarcina aquimarina"
"Sporosarcina contaminans"
"Sporosarcina ginsengisoli"
"Sporosarcina globispora"
"Sporosarcina koreensis"
"Sporosarcina limicola"
"Sporosarcina luteola"
"Sporosarcina newyorkensis"
"Sporosarcina pasteurii"
"Sporosarcina psychrophila"
"Sporosarcina saromensis"
"Sporosarcina siberiensis"
"Sporosarcina soli"
"Sporosarcina sp."
"Sporosarcina terrae"
"Sporosarcina thermotolerans"
"Sporosarcina ureae"
"Sporotomaculum hydroxybenzoicum"
"Sporotomaculum syntrophicum"
"Stackebrandtia albiflava"
"Stackebrandtia cavernae"
"Stackebrandtia endophytica"
"Stackebrandtia nassauensis"
"Stackebrandtia soli"
"Stagnimonas aquatica"
"Stakelama algicida"
"Stakelama pacifica"
"Stakelama sediminis"
"Staphylococcus agnetis"
"Staphylococcus argensis"
"Staphylococcus argenteus"
"Staphylococcus arlettae"
"Staphylococcus aureus"
"Staphylococcus aureus subsp. aureus"
"Staphylococcus auricularis"
"Staphylococcus capitis"
"Staphylococcus capitis subsp. capitis"
"Staphylococcus capitis subsp. urealyticus"
"Staphylococcus caprae"
"Staphylococcus carnosus"
"Staphylococcus carnosus subsp. carnosus"
"Staphylococcus casei"
"Staphylococcus chromogenes"
"Staphylococcus coagulans"
"Staphylococcus cohnii"
"Staphylococcus condimenti"
"Staphylococcus cornubiensis"
"Staphylococcus croceilyticus"
"Staphylococcus debuckii"
"Staphylococcus delphini"
"Staphylococcus devriesei"
"Staphylococcus durrellii"
"Staphylococcus edaphicus"
"Staphylococcus epidermidis"
"Staphylococcus equorum"
"Staphylococcus equorum subsp. linens"
"Staphylococcus felis"
"Staphylococcus gallinarum"
"Staphylococcus haemolyticus"
"Staphylococcus hominis"
"Staphylococcus hominis subsp. hominis"
"Staphylococcus hominis subsp. novobiosepticus"
"Staphylococcus hyicus"
"Staphylococcus intermedius"
"Staphylococcus kloosii"
"Staphylococcus lloydii"
"Staphylococcus lugdunensis"
"Staphylococcus lutrae"
"Staphylococcus massiliensis"
"Staphylococcus microti"
"Staphylococcus muscae"
"Staphylococcus nepalensis"
"Staphylococcus pasteuri"
"Staphylococcus petrasii"
"Staphylococcus pettenkoferi"
"Staphylococcus piscifermentans"
"Staphylococcus pragensis"
"Staphylococcus pseudintermedius"
"Staphylococcus pseudoxylosus"
"Staphylococcus rostri"
"Staphylococcus saccharolyticus"
"Staphylococcus saprophyticus"
"Staphylococcus saprophyticus subsp. saprophyticus"
"Staphylococcus schleiferi"
"Staphylococcus schleiferi subsp. schleiferi"
"Staphylococcus schweitzeri"
"Staphylococcus simiae"
"Staphylococcus simulans"
"Staphylococcus sp."
"Staphylococcus succinus"
"Staphylococcus ureilyticus"
"Staphylococcus warneri"
"Staphylococcus xylosus"
"Staphylospora marina"
"Staphylothermus hellenicus"
"Staphylothermus marinus"
"Stappia indica"
"Stappia kahanamokuae"
"Stappia sp."
"Stappia stellulata"
"Stappia taiwanensis"
"Starkeya koreensis"
"Starkeya novella"
"Starkeya sp."
"Stecheria intestinalis"
"Stella humosa"
"Stella vacuolata"
"Stenotrophobacter namibiensis"
"Stenotrophobacter roseus"
"Stenotrophobacter terrae"
"Stenotrophobium rhamnosiphilum"
"Stenotrophomonas acidaminiphila"
"Stenotrophomonas bentonitica"
"Stenotrophomonas chelatiphaga"
"Stenotrophomonas cyclobalanopsidis"
"Stenotrophomonas daejeonensis"
"Stenotrophomonas ginsengisoli"
"Stenotrophomonas humi"
"Stenotrophomonas indicatrix"
"Stenotrophomonas koreensis"
"Stenotrophomonas lactitubi"
"Stenotrophomonas maltophilia"
"Stenotrophomonas nitritireducens"
"Stenotrophomonas panacihumi"
"Stenotrophomonas pavanii"
"Stenotrophomonas pictorum"
"Stenotrophomonas rhizophila"
"Stenotrophomonas sp."
"Stenotrophomonas terrae"
"Stenotrophomonas tumulicola"
"Stenoxybacter acetivorans"
"Steroidobacter agaridevorans"
"Steroidobacter agariperforans"
"Steroidobacter cummioxidans"
"Steroidobacter denitrificans"
"Steroidobacter soli"
"Sterolibacterium denitrificans"
"Stetteria hydrogenophila"
"Stieleria maiorica"
"Stieleria neptunia"
"Stieleria varia"
"Stigmatella aurantiaca"
"Stigmatella erecta"
"Stigmatella hybrida"
"Stigonema ocellatum"
"Stomatobaculum longum"
"Streptacidiphilus albus"
"Streptacidiphilus anmyonensis"
"Streptacidiphilus bronchialis"
"Streptacidiphilus carbonis"
"Streptacidiphilus durhamensis"
"Streptacidiphilus griseoplanus"
"Streptacidiphilus hamsterleyensis"
"Streptacidiphilus jiangxiensis"
"Streptacidiphilus melanogenes"
"Streptacidiphilus monticola"
"Streptacidiphilus neutrinimicus"
"Streptacidiphilus oryzae"
"Streptacidiphilus pinicola"
"Streptacidiphilus rugosus"
"Streptacidiphilus sp."
"Streptacidiphilus torunensis"
"Streptoalloteichus hindustanus"
"Streptoalloteichus tenebrarius"
"Streptobacillus felis"
"Streptobacillus moniliformis"
"Streptobacillus notomytis"
"Streptobacillus ratti"
"Streptococcus acidominimus"
"Streptococcus agalactiae"
"Streptococcus alactolyticus"
"Streptococcus anginosus"
"Streptococcus anginosus subsp. whileyi"
"Streptococcus australis"
"Streptococcus azizii"
"Streptococcus bovimastitidis"
"Streptococcus caballi"
"Streptococcus cameli"
"Streptococcus canis"
"Streptococcus caprae"
"Streptococcus castoreus"
"Streptococcus caviae"
"Streptococcus chenjunshii"
"Streptococcus chosunense"
"Streptococcus constellatus"
"Streptococcus constellatus subsp. pharyngis"
"Streptococcus constellatus subsp. viborgensis"
"Streptococcus criceti"
"Streptococcus cristatus"
"Streptococcus cuniculi"
"Streptococcus danieliae"
"Streptococcus dentapri"
"Streptococcus dentasini"
"Streptococcus dentiloxodontae"
"Streptococcus dentirousetti"
"Streptococcus devriesei"
"Streptococcus didelphis"
"Streptococcus difficilis"
"Streptococcus downei"
"Streptococcus dysgalactiae"
"Streptococcus dysgalactiae subsp. equisimilis"
"Streptococcus entericus"
"Streptococcus equi"
"Streptococcus equi subsp. ruminatorum"
"Streptococcus equi subsp. zooepidemicus"
"Streptococcus equinus"
"Streptococcus ferus"
"Streptococcus fryi"
"Streptococcus gallinaceus"
"Streptococcus gallolyticus"
"Streptococcus gallolyticus subsp. gallolyticus"
"Streptococcus gallolyticus subsp. macedonicus"
"Streptococcus gallolyticus subsp. pasteurianus"
"Streptococcus gordonii"
"Streptococcus gwangjuense"
"Streptococcus halichoeri"
"Streptococcus halichoeri subsp. hominis"
"Streptococcus halotolerans"
"Streptococcus henryi"
"Streptococcus hillyeri"
"Streptococcus himalayensis"
"Streptococcus hongkongensis"
"Streptococcus hyointestinalis"
"Streptococcus hyovaginalis"
"Streptococcus ictaluri"
"Streptococcus infantarius"
"Streptococcus infantarius subsp. coli"
"Streptococcus infantis"
"Streptococcus iniae"
"Streptococcus intermedius"
"Streptococcus koreensis"
"Streptococcus lactarius"
"Streptococcus loxodontisalivarius"
"Streptococcus lutetiensis"
"Streptococcus macacae"
"Streptococcus marimammalium"
"Streptococcus marmotae"
"Streptococcus massiliensis"
"Streptococcus merionis"
"Streptococcus minor"
"Streptococcus mitis"
"Streptococcus moroccensis"
"Streptococcus mutans"
"Streptococcus oralis"
"Streptococcus oralis subsp. dentisani"
"Streptococcus oralis subsp. tigurinus"
"Streptococcus oricebi"
"Streptococcus oriloxodontae"
"Streptococcus orisasini"
"Streptococcus orisratti"
"Streptococcus orisuis"
"Streptococcus ovis"
"Streptococcus ovuberis"
"Streptococcus pacificus"
"Streptococcus panodentis"
"Streptococcus pantholopis"
"Streptococcus parasanguinis"
"Streptococcus parasuis"
"Streptococcus parauberis"
"Streptococcus penaeicida"
"Streptococcus periodonticum"
"Streptococcus peroris"
"Streptococcus pharyngis"
"Streptococcus phocae"
"Streptococcus phocae subsp. salmonis"
"Streptococcus pluranimalium"
"Streptococcus plurextorum"
"Streptococcus pneumoniae"
"Streptococcus porci"
"Streptococcus porcinus"
"Streptococcus porcorum"
"Streptococcus pseudopneumoniae"
"Streptococcus pseudoporcinus"
"Streptococcus pyogenes"
"Streptococcus ratti"
"Streptococcus respiraculi"
"Streptococcus rifensis"
"Streptococcus rubneri"
"Streptococcus ruminantium"
"Streptococcus rupicaprae"
"Streptococcus salivarius"
"Streptococcus salivarius subsp. salivarius"
"Streptococcus salivarius subsp. thermophilus"
"Streptococcus saliviloxodontae"
"Streptococcus sanguinis"
"Streptococcus sinensis"
"Streptococcus sobrinus"
"Streptococcus sp."
"Streptococcus suis"
"Streptococcus tangierensis"
"Streptococcus thoraltensis"
"Streptococcus timonensis"
"Streptococcus troglodytae"
"Streptococcus troglodytidis"
"Streptococcus uberis"
"Streptococcus urinalis"
"Streptococcus ursoris"
"Streptococcus varani"
"Streptococcus vestibularis"
"Streptococcus vicugnae"
"Streptococcus zalophi"
"Streptohalobacillus salinus"
"Streptomonospora alba"
"Streptomonospora algeriensis"
"Streptomonospora amylolytica"
"Streptomonospora arabica"
"Streptomonospora flavalba"
"Streptomonospora halophila"
"Streptomonospora halotolerans"
"Streptomonospora nanhaiensis"
"Streptomonospora salina"
"Streptomonospora sediminis"
"Streptomonospora sp."
"Streptomonospora tuzyakensis"
"Streptomyces abietis"
"Streptomyces abikoensis"
"Streptomyces abyssalis"
"Streptomyces achromogenes"
"Streptomyces achromogenes subsp. streptozoticus"
"Streptomyces acidiscabies"
"Streptomyces actinomycinicus"
"Streptomyces aculeolatus"
"Streptomyces adelaidensis"
"Streptomyces adustus"
"Streptomyces afghaniensis"
"Streptomyces africanus"
"Streptomyces ahygroscopicus"
"Streptomyces aidingensis"
"Streptomyces alanosinicus"
"Streptomyces albaduncus"
"Streptomyces albiaxialis"
"Streptomyces albicerus"
"Streptomyces albidochromogenes"
"Streptomyces albidoflavus"
"Streptomyces albidus"
"Streptomyces albiflavescens"
"Streptomyces albiflaviniger"
"Streptomyces albofaciens"
"Streptomyces alboflavus"
"Streptomyces albogriseolus"
"Streptomyces alboniger"
"Streptomyces albospinus"
"Streptomyces albosporeus subsp. labilomyceticus"
"Streptomyces albulus"
"Streptomyces albus"
"Streptomyces albus subsp. albus"
"Streptomyces aldersoniae"
"Streptomyces alfalfae"
"Streptomyces alkaliphilus"
"Streptomyces alkalithermotolerans"
"Streptomyces alni"
"Streptomyces altiplanensis"
"Streptomyces amakusaensis"
"Streptomyces ambofaciens"
"Streptomyces amphotericinicus"
"Streptomyces amritsarensis"
"Streptomyces anandii"
"Streptomyces andamanensis"
"Streptomyces angustmyceticus"
"Streptomyces anthocyanicus"
"Streptomyces antibioticus"
"Streptomyces antimycoticus"
"Streptomyces antioxidans"
"Streptomyces anulatus"
"Streptomyces aqsuensis"
"Streptomyces aquilus"
"Streptomyces arcticus"
"Streptomyces ardesiacus"
"Streptomyces ardus"
"Streptomyces arenae"
"Streptomyces argillaceus"
"Streptomyces armeniacus"
"Streptomyces artemisiae"
"Streptomyces ascomycinicus"
"Streptomyces asiaticus"
"Streptomyces asoensis"
"Streptomyces atacamensis"
"Streptomyces atratus"
"Streptomyces atriruber"
"Streptomyces atroolivaceus"
"Streptomyces atrovirens"
"Streptomyces aurantiacus"
"Streptomyces aurantiogriseus"
"Streptomyces auratus"
"Streptomyces aureocirculatus"
"Streptomyces aureoverticillatus"
"Streptomyces aureus"
"Streptomyces avermitilis"
"Streptomyces avicenniae"
"Streptomyces avidinii"
"Streptomyces axinellae"
"Streptomyces azureus"
"Streptomyces bacillaris"
"Streptomyces badius"
"Streptomyces baldaccii"
"Streptomyces baliensis"
"Streptomyces bambusae"
"Streptomyces bangladeshensis"
"Streptomyces barkulensis"
"Streptomyces bathyalis"
"Streptomyces bauhiniae"
"Streptomyces beijiangensis"
"Streptomyces bellus"
"Streptomyces bikiniensis"
"Streptomyces blastmyceticus"
"Streptomyces bluensis"
"Streptomyces bobili"
"Streptomyces bohaiensis"
"Streptomyces boluensis"
"Streptomyces boncukensis"
"Streptomyces boninensis"
"Streptomyces bottropensis"
"Streptomyces brasiliensis"
"Streptomyces brevispora"
"Streptomyces broussonetiae"
"Streptomyces bryophytorum"
"Streptomyces buecherae"
"Streptomyces bullii"
"Streptomyces bungoensis"
"Streptomyces burgazadensis"
"Streptomyces cacaoi"
"Streptomyces cacaoi subsp. cacaoi"
"Streptomyces cadmiisoli"
"Streptomyces caelestis"
"Streptomyces caeni"
"Streptomyces caeruleatus"
"Streptomyces caeruleus"
"Streptomyces cahuitamycinicus"
"Streptomyces calidiresistens"
"Streptomyces californicus"
"Streptomyces calvus"
"Streptomyces camponoticapitis"
"Streptomyces canalis"
"Streptomyces canarius"
"Streptomyces candidus"
"Streptomyces cangkringensis"
"Streptomyces caniferus"
"Streptomyces canus"
"Streptomyces capillispiralis"
"Streptomyces capitiformicae"
"Streptomyces capoamus"
"Streptomyces capparidis"
"Streptomyces carpaticus"
"Streptomyces carpinensis"
"Streptomyces castaneoglobisporus"
"Streptomyces castelarensis"
"Streptomyces catenulae"
"Streptomyces cattleya"
"Streptomyces cavernae"
"Streptomyces cavourensis"
"Streptomyces cellostaticus"
"Streptomyces celluloflavus"
"Streptomyces cellulosae"
"Streptomyces cerasinus"
"Streptomyces chartreusis"
"Streptomyces chattanoogensis"
"Streptomyces cheonanensis"
"Streptomyces chiangmaiensis"
"Streptomyces chilikensis"
"Streptomyces chitinivorans"
"Streptomyces chlorus"
"Streptomyces chrestomyceticus"
"Streptomyces chromofuscus"
"Streptomyces chryseus"
"Streptomyces chrysomallus subsp. fumigatus"
"Streptomyces chumphonensis"
"Streptomyces chungwhensis"
"Streptomyces cinereoruber"
"Streptomyces cinereospinus"
"Streptomyces cinereus"
"Streptomyces cinerochromogenes"
"Streptomyces cinnabarigriseus"
"Streptomyces cinnabarinus"
"Streptomyces cinnamoneus"
"Streptomyces cinnamoneus subsp. albosporus"
"Streptomyces cinnamoneus subsp. cinnamoneus"
"Streptomyces cirratus"
"Streptomyces citricolor"
"Streptomyces clavifer"
"Streptomyces clavuligerus"
"Streptomyces coacervatus"
"Streptomyces cocklensis"
"Streptomyces coelicoflavus"
"Streptomyces coeruleofuscus"
"Streptomyces coeruleoprunus"
"Streptomyces coeruleorubidus"
"Streptomyces coerulescens"
"Streptomyces collinus"
"Streptomyces corchorusii"
"Streptomyces coryli"
"Streptomyces corynorhini"
"Streptomyces cremeus"
"Streptomyces crystallinus"
"Streptomyces curacoi"
"Streptomyces cuspidosporus"
"Streptomyces cyaneochromogenes"
"Streptomyces cyaneofuscatus"
"Streptomyces cyaneus"
"Streptomyces cyslabdanicus"
"Streptomyces daghestanicus"
"Streptomyces daliensis"
"Streptomyces dangxiongensis"
"Streptomyces daqingensis"
"Streptomyces davaonensis"
"Streptomyces deccanensis"
"Streptomyces decoyicus"
"Streptomyces demainii"
"Streptomyces dengpaensis"
"Streptomyces diacarni"
"Streptomyces diastaticus"
"Streptomyces diastaticus subsp. diastaticus"
"Streptomyces diastatochromogenes"
"Streptomyces djakartensis"
"Streptomyces drozdowiczii"
"Streptomyces durbertensis"
"Streptomyces durhamensis"
"Streptomyces durmitorensis"
"Streptomyces dysideae"
"Streptomyces echinatus"
"Streptomyces echinoruber"
"Streptomyces endophyticus"
"Streptomyces erringtonii"
"Streptomyces eurocidicus"
"Streptomyces europaeiscabiei"
"Streptomyces eurythermus"
"Streptomyces exfoliatus"
"Streptomyces fabae"
"Streptomyces fagopyri"
"Streptomyces ferralitis"
"Streptomyces ferrugineus"
"Streptomyces filamentosus"
"Streptomyces fildesensis"
"Streptomyces filipinensis"
"Streptomyces fimbriatus"
"Streptomyces finlayi"
"Streptomyces flavalbus"
"Streptomyces flaveolus"
"Streptomyces flaveus"
"Streptomyces flavidovirens"
"Streptomyces flaviscleroticus"
"Streptomyces flavochromogenes"
"Streptomyces flavofungini"
"Streptomyces flavotricini"
"Streptomyces flavovariabilis"
"Streptomyces flavovirens"
"Streptomyces fodineus"
"Streptomyces formicae"
"Streptomyces fractus"
"Streptomyces fradiae"
"Streptomyces fragilis"
"Streptomyces fructofermentans"
"Streptomyces fukangensis"
"Streptomyces fulvorobeus"
"Streptomyces fulvoviolaceus"
"Streptomyces fumanus"
"Streptomyces fumigatiscleroticus"
"Streptomyces fuscichromogenes"
"Streptomyces fuscigenes"
"Streptomyces galbus"
"Streptomyces gamaensis"
"Streptomyces gancidicus"
"Streptomyces gangtokensis"
"Streptomyces gardneri"
"Streptomyces gelaticus"
"Streptomyces geldanamycininus"
"Streptomyces geranii"
"Streptomyces gilvifuscus"
"Streptomyces gilvigriseus"
"Streptomyces ginsengisoli"
"Streptomyces glaucescens"
"Streptomyces glauciniger"
"Streptomyces glaucosporus"
"Streptomyces glaucus"
"Streptomyces globisporus"
"Streptomyces globisporus subsp. globisporus"
"Streptomyces globosus"
"Streptomyces glomeratus"
"Streptomyces glycovorans"
"Streptomyces gobitricini"
"Streptomyces goshikiensis"
"Streptomyces graminearus"
"Streptomyces gramineus"
"Streptomyces graminifolii"
"Streptomyces graminilatus"
"Streptomyces graminisoli"
"Streptomyces griseiniger"
"Streptomyces griseoaurantiacus"
"Streptomyces griseocarneus"
"Streptomyces griseochromogenes"
"Streptomyces griseoflavus"
"Streptomyces griseofuscus"
"Streptomyces griseoincarnatus"
"Streptomyces griseoloalbus"
"Streptomyces griseoluteus"
"Streptomyces griseomycini"
"Streptomyces griseorubens"
"Streptomyces griseoruber"
"Streptomyces griseorubiginosus"
"Streptomyces griseosporeus"
"Streptomyces griseostramineus"
"Streptomyces griseoviridis"
"Streptomyces griseus"
"Streptomyces griseus subsp. griseus"
"Streptomyces guanduensis"
"Streptomyces gulbargensis"
"Streptomyces hainanensis"
"Streptomyces haliclonae"
"Streptomyces halophytocola"
"Streptomyces halstedii"
"Streptomyces harbinensis"
"Streptomyces hawaiiensis"
"Streptomyces hazeliensis"
"Streptomyces hebeiensis"
"Streptomyces heilongjiangensis"
"Streptomyces heliomycini"
"Streptomyces helvaticus"
"Streptomyces herbaceus"
"Streptomyces himastatinicus"
"Streptomyces hiroshimensis"
"Streptomyces hirsutus"
"Streptomyces hokutonensis"
"Streptomyces hoynatensis"
"Streptomyces huasconensis"
"Streptomyces humi"
"Streptomyces humidus"
"Streptomyces hundungensis"
"Streptomyces hyaluromycini"
"Streptomyces hyderabadensis"
"Streptomyces hydrogenans"
"Streptomyces hygroscopicus"
"Streptomyces hygroscopicus subsp. hygroscopicus"
"Streptomyces hygrospinosus"
"Streptomyces hypolithicus"
"Streptomyces iakyrus"
"Streptomyces iconiensis"
"Streptomyces incanus"
"Streptomyces indiaensis"
"Streptomyces indicus"
"Streptomyces indoligenes"
"Streptomyces indonesiensis"
"Streptomyces inhibens"
"Streptomyces intermedius"
"Streptomyces inusitatus"
"Streptomyces ipomoeae"
"Streptomyces iranensis"
"Streptomyces janthinus"
"Streptomyces javensis"
"Streptomyces jeddahensis"
"Streptomyces jietaisiensis"
"Streptomyces jiujiangensis"
"Streptomyces kaempferi"
"Streptomyces kalpinensis"
"Streptomyces kanamyceticus"
"Streptomyces karpasiensis"
"Streptomyces kasugaensis"
"Streptomyces katrae"
"Streptomyces kebangsaanensis"
"Streptomyces klenkii"
"Streptomyces koyangensis"
"Streptomyces kronopolitis"
"Streptomyces krungchingensis"
"Streptomyces kunmingensis"
"Streptomyces kurssanovii"
"Streptomyces labedae"
"Streptomyces lacrimifluminis"
"Streptomyces lactacystinicus"
"Streptomyces lacticiproducens"
"Streptomyces laculatispora"
"Streptomyces lanatus"
"Streptomyces lannensis"
"Streptomyces lasalocidi"
"Streptomyces lasiicapitis"
"Streptomyces lateritius"
"Streptomyces laurentii"
"Streptomyces lavendofoliae"
"Streptomyces lavendulae"
"Streptomyces lavendulae subsp. grasserius"
"Streptomyces lavendulae subsp. lavendulae"
"Streptomyces lavenduligriseus"
"Streptomyces lavendulocolor"
"Streptomyces leeuwenhoekii"
"Streptomyces levis"
"Streptomyces levoris"
"Streptomyces libani"
"Streptomyces libani subsp. libani"
"Streptomyces lichenis"
"Streptomyces lienomycini"
"Streptomyces lilacinus"
"Streptomyces lincolnensis"
"Streptomyces litmocidini"
"Streptomyces litoralis"
"Streptomyces lividoclavatus"
"Streptomyces lohii"
"Streptomyces lomondensis"
"Streptomyces lonarensis"
"Streptomyces longisporoflavus"
"Streptomyces longispororuber"
"Streptomyces longisporus"
"Streptomyces longwoodensis"
"Streptomyces lopnurensis"
"Streptomyces lucensis"
"Streptomyces lunaelactis"
"Streptomyces lunalinharesii"
"Streptomyces luridus"
"Streptomyces lushanensis"
"Streptomyces lusitanus"
"Streptomyces luteireticuli"
"Streptomyces luteocolor"
"Streptomyces luteogriseus"
"Streptomyces luteosporeus"
"Streptomyces lutosisoli"
"Streptomyces lydicus"
"Streptomyces macromomyceticus"
"Streptomyces macrosporus"
"Streptomyces malachitofuscus"
"Streptomyces malachitospinus"
"Streptomyces malayensis"
"Streptomyces malaysiense"
"Streptomyces malaysiensis"
"Streptomyces manganisoli"
"Streptomyces mangrovi"
"Streptomyces mangrovisoli"
"Streptomyces manipurensis"
"Streptomyces maoxianensis"
"Streptomyces marinus"
"Streptomyces marokkonensis"
"Streptomyces mashuensis"
"Streptomyces massasporeus"
"Streptomyces mauvecolor"
"Streptomyces mayteni"
"Streptomyces megasporus"
"Streptomyces melanosporofaciens"
"Streptomyces mesophilus"
"Streptomyces mexicanus"
"Streptomyces microflavus"
"Streptomyces milbemycinicus"
"Streptomyces mimosae"
"Streptomyces minutiscleroticus"
"Streptomyces mirabilis"
"Streptomyces misionensis"
"Streptomyces mobaraensis"
